date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2024-01-24,81.01,83.88,80.53,83.86,83.86,234866,234866,2.85,3.52,82.32000000000001,"January 24, 24",0.0352
2024-01-23,78.5,80.74,78.41,79.78,79.78,198494,198494,1.28,1.63,79.35749999999999,"January 23, 24",0.0163
2024-01-22,75.52,78.81,75.52,78.49,78.49,160308,160308,2.97,3.93,77.085,"January 22, 24",0.0393
2024-01-19,75.0,77.28,74.95,76.21,76.21,234098,234098,1.21,1.61,75.86,"January 19, 24",0.0161
2024-01-18,73.51,74.61,72.84,74.42,74.42,173947,173947,0.91,1.24,73.845,"January 18, 24",0.0124
2024-01-17,72.39,75.11,71.42,73.63,73.63,237805,237805,1.24,1.71,73.1375,"January 17, 24",0.0171
2024-01-16,75.12,75.5,73.88,74.3,74.3,316626,316626,-0.82,-1.09,74.7,"January 16, 24",-0.0109
2024-01-12,77.29,78.0,74.76,76.54,76.54,200754,200754,-0.75,-0.97037,76.64750000000001,"January 12, 24",-0.0097037
2024-01-11,76.57,76.57,74.54,75.03,75.03,256002,256002,-1.54,-2.01,75.67750000000001,"January 11, 24",-0.0201
2024-01-10,76.01,76.24,75.12,75.93,75.93,114685,114685,-0.08,-0.10525,75.825,"January 10, 24",-0.0010525
2024-01-09,78.54,78.54,75.7,76.55,76.55,262833,262833,-1.99,-2.53,77.33250000000001,"January 09, 24",-0.0253
2024-01-08,77.71,79.41,76.41,78.95,78.95,333964,333964,1.24,1.6,78.11999999999999,"January 08, 24",0.016
2024-01-05,79.14,81.68,78.39,81.44,81.44,275549,275549,2.3,2.91,80.1625,"January 05, 24",0.0291
2024-01-04,82.24,84.92,78.6,78.76,78.76,496121,496121,-3.48,-4.23,81.13,"January 04, 24",-0.0423
2024-01-03,80.28,84.86,79.64,81.72,81.72,485588,485588,1.44,1.79,81.625,"January 03, 24",0.0179
2024-01-02,82.46,84.0,80.51,80.86,80.86,172240,172240,-1.6,-1.94,81.9575,"January 02, 24",-0.0194
2023-12-29,82.78,83.11,81.14,81.63,81.63,144243,144243,-1.15,-1.39,82.16499999999999,"December 29, 23",-0.0139
2023-12-28,84.93,85.33,82.2,82.5,82.5,168765,168765,-2.43,-2.86,83.74000000000001,"December 28, 23",-0.0286
2023-12-27,85.65,86.56,84.94,85.22,85.22,106210,106210,-0.43,-0.50204,85.5925,"December 27, 23",-0.0050204
2023-12-26,85.92,87.38,84.5,86.27,86.27,146374,146374,0.35,0.40736,86.0175,"December 26, 23",0.0040736
2023-12-22,86.07,87.45,84.01,84.03,84.03,199673,199673,-2.04,-2.37,85.38999999999999,"December 22, 23",-0.0237
2023-12-21,85.0,85.62,84.09,85.38,85.38,131095,131095,0.38,0.44706,85.02250000000001,"December 21, 23",0.0044706
2023-12-20,87.79,88.86,84.21,84.62,84.62,212335,212335,-3.17,-3.61,86.37,"December 20, 23",-0.0361
2023-12-19,86.35,88.07,86.35,87.49,87.49,237008,237008,1.14,1.32,87.065,"December 19, 23",0.0132
2023-12-18,87.74,88.94,85.06,85.26,85.26,221614,221614,-2.48,-2.83,86.75,"December 18, 23",-0.0283
2023-12-15,89.14,89.29,83.79,85.31,85.31,595060,595060,-3.83,-4.3,86.88250000000001,"December 15, 23",-0.043
2023-12-14,82.11,88.66,82.01,88.56,88.56,561886,561886,6.45,7.86,85.33500000000001,"December 14, 23",0.0786
2023-12-13,76.81,80.27,75.68,80.04,80.04,289343,289343,3.23,4.21,78.2,"December 13, 23",0.0421
2023-12-12,77.08,78.44,75.64,76.92,76.92,302490,302490,-0.16,-0.20758,77.02,"December 12, 23",-0.0020758
2023-12-11,79.93,81.79,77.79,78.85,78.85,206500,206500,-1.08,-1.35,79.59,"December 11, 23",-0.0135
2023-12-08,80.66,82.27,79.15,79.55,79.55,302856,302856,-1.11,-1.38,80.4075,"December 08, 23",-0.0138
2023-12-07,80.0,81.42,78.97,79.86,79.86,286773,286773,-0.14,-0.175,80.0625,"December 07, 23",-0.00175
2023-12-06,82.71,84.58,79.08,79.2,79.2,343881,343881,-3.51,-4.24,81.3925,"December 06, 23",-0.0424
2023-12-05,87.86,87.86,83.1,83.44,83.44,252782,252782,-4.42,-5.03,85.565,"December 05, 23",-0.0503
2023-12-04,86.16,88.34,85.5,87.46,87.46,253385,253385,1.3,1.51,86.865,"December 04, 23",0.0151
2023-12-01,86.35,90.53,85.13,87.31,87.31,547381,547381,0.96,1.11,87.33,"December 01, 23",0.0111
2023-11-30,89.81,93.1,86.61,86.82,86.82,319605,319605,-2.99,-3.33,89.085,"November 30, 23",-0.0333
2023-11-29,90.42,90.92,87.93,88.28,88.28,214851,214851,-2.14,-2.37,89.38750000000002,"November 29, 23",-0.0237
2023-11-28,90.0,90.07,87.5,89.47,89.47,375341,375341,-0.53,-0.58889,89.25999999999999,"November 28, 23",-0.0058889
2023-11-27,92.0,93.27,89.68,89.75,89.75,309584,309584,-2.25,-2.45,91.175,"November 27, 23",-0.0245
2023-11-24,92.62,95.37,92.56,93.2,93.2,70798,70798,0.58,0.62621,93.4375,"November 24, 23",0.0062621
2023-11-22,90.78,93.97,89.41,92.56,92.56,332686,332686,1.78,1.96,91.67999999999999,"November 22, 23",0.0196
