Open,High,Low,Close,Adj Close,Volume
8768.240234375,8768.240234375,8207.0703125,8207.0703125,8207.0703125,45476
8207.0703125,8207.0703125,8207.0703125,8207.0703125,8207.0703125,24235
8207.0703125,8417.509765625,8207.0703125,8417.509765625,8417.509765625,155390
8347.3603515625,8417.509765625,8347.3603515625,8417.509765625,8417.509765625,77410
8417.509765625,8417.509765625,8347.3603515625,8417.509765625,8417.509765625,39204
8487.650390625,8768.240234375,8487.650390625,8768.240234375,8768.240234375,103498
8768.240234375,9609.990234375,8768.240234375,9609.990234375,9609.990234375,236507
8768.240234375,9960.7197265625,8768.240234375,9960.7197265625,9960.7197265625,139851
9960.7197265625,10521.900390625,9750.2802734375,10521.900390625,10521.900390625,278704
10521.900390625,10592.0,10451.7001953125,10592.0,10592.0,269580
10451.7001953125,10732.2998046875,10241.2998046875,10732.2998046875,10732.2998046875,265304
10451.7001953125,10942.7998046875,10451.7001953125,10942.7998046875,10942.7998046875,275711
10942.7998046875,11083.099609375,10942.7998046875,11083.099609375,11083.099609375,329171
11083.099609375,11083.099609375,10872.599609375,10872.599609375,10872.599609375,197303
10802.5,10872.599609375,10521.900390625,10802.5,10802.5,170074
10802.5,11083.099609375,10802.5,11012.900390625,11012.900390625,124597
11012.900390625,11293.5,11012.900390625,11153.2001953125,11153.2001953125,32503
10872.599609375,11854.7001953125,10872.599609375,11854.7001953125,11854.7001953125,228381
11854.7001953125,12065.099609375,11854.7001953125,12065.099609375,12065.099609375,237077
11924.7998046875,12275.5,11784.5,12065.099609375,12065.099609375,159382
12556.099609375,13257.599609375,12415.7998046875,13257.599609375,13257.599609375,249907
13187.400390625,13397.900390625,13117.2998046875,13327.7001953125,13327.7001953125,90383
13117.2998046875,13187.400390625,12977.0,13047.099609375,13047.099609375,26516
13047.099609375,14239.599609375,13047.099609375,14099.2998046875,14099.2998046875,73275
14099.2998046875,14169.5,13959.0,14099.2998046875,14099.2998046875,131297
13959.0,14029.2001953125,13888.900390625,13888.900390625,13888.900390625,60588
13818.7001953125,13818.7001953125,12977.0,13187.400390625,13187.400390625,228523
13117.2998046875,13397.900390625,12626.2998046875,13397.900390625,13397.900390625,152539
13327.7001953125,13538.2001953125,13327.7001953125,13538.2001953125,13538.2001953125,24235
13468.0,13538.2001953125,13468.0,13538.2001953125,13538.2001953125,5844
13397.900390625,13397.900390625,13327.7001953125,13397.900390625,13397.900390625,4561
13397.900390625,13397.900390625,13397.900390625,13397.900390625,13397.900390625,0
13397.900390625,13397.900390625,13397.900390625,13397.900390625,13397.900390625,0
13397.900390625,13397.900390625,13397.900390625,13397.900390625,13397.900390625,0
13397.900390625,13397.900390625,13397.900390625,13397.900390625,13397.900390625,0
13397.900390625,13397.900390625,13397.900390625,13397.900390625,13397.900390625,0
13327.7001953125,13818.7001953125,13327.7001953125,13748.599609375,13748.599609375,287686
13748.599609375,13959.0,13748.599609375,13959.0,13959.0,267157
13959.0,14309.7998046875,13959.0,14309.7998046875,14309.7998046875,286403
14309.7998046875,14309.7998046875,14309.7998046875,14309.7998046875,14309.7998046875,0
14309.7998046875,14309.7998046875,14309.7998046875,14309.7998046875,14309.7998046875,0
14309.7998046875,14309.7998046875,14309.7998046875,14309.7998046875,14309.7998046875,0
13748.599609375,14099.2998046875,13748.599609375,14029.2001953125,14029.2001953125,168648
13959.0,14029.2001953125,13748.599609375,13818.7001953125,13818.7001953125,262880
13748.599609375,13959.0,13748.599609375,13888.900390625,13888.900390625,81972
13818.7001953125,13818.7001953125,13397.900390625,13397.900390625,13397.900390625,39916
13327.7001953125,13327.7001953125,12065.099609375,12065.099609375,12065.099609375,64864
10942.7998046875,11714.400390625,10942.7998046875,11644.2001953125,11644.2001953125,272717
11223.2998046875,11644.2001953125,10942.7998046875,11574.099609375,11574.099609375,660623
11363.599609375,12065.099609375,11223.2998046875,11924.7998046875,11924.7998046875,560403
11994.900390625,12135.2001953125,11924.7998046875,12065.099609375,12065.099609375,202007
11994.900390625,12065.099609375,11924.7998046875,12065.099609375,12065.099609375,237362
11994.900390625,12275.5,11994.900390625,12275.5,12275.5,254612
12275.5,12766.599609375,12275.5,12766.599609375,12766.599609375,614148
12626.2998046875,12977.0,12486.0,12977.0,12977.0,464317
12626.2998046875,12626.2998046875,12065.099609375,12065.099609375,12065.099609375,370228
12065.099609375,12065.099609375,11433.7998046875,11784.5,11784.5,67858
11574.099609375,11924.7998046875,11433.7998046875,11714.400390625,11714.400390625,676162
11784.5,11994.900390625,11574.099609375,11994.900390625,11994.900390625,1198216
11994.900390625,11994.900390625,11714.400390625,11854.7001953125,11854.7001953125,253186
11854.7001953125,12065.099609375,11854.7001953125,11854.7001953125,11854.7001953125,291392
11854.7001953125,11924.7998046875,11784.5,11784.5,11784.5,324609
11784.5,12205.400390625,11784.5,12205.400390625,12205.400390625,228381
