date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2024-01-24,5.58,5.77,5.43,5.74,5.74,27180512,27180512,0.16,2.87,5.630000000000001,"January 24, 24",0.0287
2024-01-23,5.4,5.64,5.4,5.49,5.49,12039176,12039176,0.09,1.67,5.4825,"January 23, 24",0.0167
2024-01-22,5.34,5.49,5.29,5.42,5.42,11443655,11443655,0.08,1.5,5.385,"January 22, 24",0.015
2024-01-19,5.37,5.48,5.24,5.34,5.34,15611576,15611576,-0.03,-0.55866,5.3575,"January 19, 24",-0.0055866
2024-01-18,5.29,5.39,5.23,5.37,5.37,13642849,13642849,0.08,1.51,5.32,"January 18, 24",0.0151
2024-01-17,5.48,5.48,5.23,5.29,5.29,19678324,19678324,-0.19,-3.47,5.37,"January 17, 24",-0.0347
2024-01-16,5.52,5.56,5.36,5.39,5.39,15107960,15107960,-0.13,-2.36,5.4575,"January 16, 24",-0.0236
2024-01-12,5.7,5.87,5.52,5.57,5.57,18532860,18532860,-0.13,-2.28,5.665,"January 12, 24",-0.0228
2024-01-11,5.72,5.72,5.52,5.59,5.59,22618902,22618902,-0.13,-2.27,5.637499999999999,"January 11, 24",-0.0227
2024-01-10,5.85,5.85,5.65,5.7,5.7,18123262,18123262,-0.15,-2.56,5.7625,"January 10, 24",-0.0256
2024-01-09,5.95,5.97,5.8,5.83,5.83,11971434,11971434,-0.12,-2.02,5.887499999999999,"January 09, 24",-0.0202
2024-01-08,6.0,6.08,5.8,5.95,5.95,19510742,19510742,-0.05,-0.83333,5.9575,"January 08, 24",-0.0083333
2024-01-05,6.07,6.22,6.02,6.14,6.14,10925217,10925217,0.07,1.15,6.1125,"January 05, 24",0.0115
2024-01-04,6.28,6.3,6.0,6.03,6.03,11032817,11032817,-0.25,-3.98,6.152500000000001,"January 04, 24",-0.0398
2024-01-03,6.22,6.35,6.16,6.2,6.2,9238024,9238024,-0.02,-0.32154,6.2325,"January 03, 24",-0.0032154
2024-01-02,6.38,6.47,6.19,6.25,6.25,10356281,10356281,-0.13,-2.04,6.3225,"January 02, 24",-0.0204
2023-12-29,6.46,6.49,6.33,6.35,6.35,9366187,9366187,-0.11,-1.7,6.407500000000001,"December 29, 23",-0.017
2023-12-28,6.5,6.58,6.44,6.48,6.48,7926733,7926733,-0.02,-0.30769,6.5,"December 28, 23",-0.0030769
2023-12-27,6.71,6.79,6.52,6.56,6.56,11897672,11897672,-0.15,-2.24,6.645,"December 27, 23",-0.0224
2023-12-26,6.5,6.77,6.49,6.74,6.74,14410128,14410128,0.24,3.69,6.625,"December 26, 23",0.0369
2023-12-22,6.26,6.44,6.17,6.36,6.36,16862913,16862913,0.1,1.6,6.307499999999999,"December 22, 23",0.016
2023-12-21,6.13,6.27,6.11,6.24,6.24,10799387,10799387,0.11,1.79,6.1875,"December 21, 23",0.0179
2023-12-20,6.29,6.35,6.17,6.17,6.17,16827997,16827997,-0.12,-1.91,6.244999999999999,"December 20, 23",-0.0191
2023-12-19,6.18,6.27,6.14,6.25,6.25,16302082,16302082,0.075,1.13,6.21,"December 19, 23",0.0113
2023-12-18,6.29,6.38,6.12,6.13,6.13,11881116,11881116,-0.16,-2.54,6.2299999999999995,"December 18, 23",-0.0254
2023-12-15,6.21,6.28,6.04,6.11,6.11,29925409,29925409,-0.1,-1.61,6.16,"December 15, 23",-0.0161
2023-12-14,6.21,6.43,6.15,6.15,6.15,26405722,26405722,-0.06,-0.96618,6.234999999999999,"December 14, 23",-0.0096618
2023-12-13,5.75,5.98,5.67,5.96,5.96,23230353,23230353,0.21,3.65,5.84,"December 13, 23",0.0365
2023-12-12,5.76,5.8,5.62,5.7,5.7,16746585,16746585,-0.06,-1.04,5.72,"December 12, 23",-0.0104
2023-12-11,5.82,5.88,5.74,5.81,5.81,14835899,14835899,-0.01,-0.17182,5.8125,"December 11, 23",-0.0017182
2023-12-08,5.73,5.93,5.71,5.85,5.85,15706546,15706546,0.12,2.09,5.805,"December 08, 23",0.0209
2023-12-07,5.8,5.84,5.54,5.65,5.65,20393685,20393685,-0.15,-2.59,5.7075,"December 07, 23",-0.0259
2023-12-06,6.17,6.21,5.72,5.74,5.74,29062758,29062758,-0.43,-6.97,5.960000000000001,"December 06, 23",-0.0697
2023-12-05,6.36,6.37,6.22,6.24,6.24,17895531,17895531,-0.12,-1.89,6.297499999999999,"December 05, 23",-0.0189
2023-12-04,6.51,6.55,6.23,6.37,6.37,14450075,14450075,-0.14,-2.15,6.415,"December 04, 23",-0.0215
2023-12-01,6.31,6.6,6.31,6.56,6.56,14016493,14016493,0.25,3.96,6.444999999999999,"December 01, 23",0.0396
2023-11-30,6.32,6.52,6.18,6.36,6.36,23816825,23816825,0.04,0.63291,6.345,"November 30, 23",0.0063291
2023-11-29,6.33,6.38,6.2,6.25,6.25,12157577,12157577,-0.08,-1.26,6.29,"November 29, 23",-0.0126
2023-11-28,6.45,6.46,6.27,6.3,6.3,11739099,11739099,-0.15,-2.33,6.37,"November 28, 23",-0.0233
2023-11-27,6.46,6.5,6.31,6.35,6.35,12822134,12822134,-0.11,-1.7,6.404999999999999,"November 27, 23",-0.017
2023-11-24,6.34,6.59,6.32,6.56,6.56,8388374,8388374,0.22,3.47,6.4525,"November 24, 23",0.0347
2023-11-22,6.12,6.33,5.98,6.29,6.29,10458880,10458880,0.17,2.78,6.18,"November 22, 23",0.0278
2023-11-21,6.31,6.4,6.24,6.28,6.28,11332385,11332385,-0.03,-0.47544,6.3075,"November 21, 23",-0.0047544
2023-11-20,6.6,6.66,6.39,6.4,6.4,12807064,12807064,-0.2,-3.03,6.512499999999999,"November 20, 23",-0.0303
2023-11-17,6.32,6.53,6.31,6.5,6.5,12576098,12576098,0.18,2.85,6.415,"November 17, 23",0.0285
2023-11-16,6.5,6.57,6.18,6.23,6.23,19286958,19286958,-0.27,-4.15,6.37,"November 16, 23",-0.0415
2023-11-15,6.67,6.7,6.52,6.57,6.57,12255557,12255557,-0.1,-1.5,6.615,"November 15, 23",-0.015
2023-11-14,6.61,6.68,6.54,6.64,6.64,11930173,11930173,0.03,0.45386,6.6175,"November 14, 23",0.0045386
2023-11-13,6.6,6.64,6.44,6.54,6.54,14936113,14936113,-0.06,-0.90909,6.555,"November 13, 23",-0.0090909
2023-11-10,6.66,6.82,6.61,6.65,6.65,11240901,11240901,-0.01,-0.15015,6.6850000000000005,"November 10, 23",-0.0015015
2023-11-09,6.78,6.94,6.56,6.57,6.57,14833291,14833291,-0.21,-3.1,6.7125,"November 09, 23",-0.031
2023-11-08,6.41,6.7,6.41,6.67,6.67,21462393,21462393,0.26,4.06,6.547499999999999,"November 08, 23",0.0406
2023-11-07,6.5,6.54,6.3,6.5,6.5,19471366,19471366,0.0,0.0,6.46,"November 07, 23",0.0
2023-11-06,6.9,6.92,6.53,6.65,6.65,14868486,14868486,-0.25,-3.62,6.75,"November 06, 23",-0.0362
2023-11-03,6.92,7.05,6.81,6.84,6.84,13463059,13463059,-0.08,-1.16,6.905,"November 03, 23",-0.0116
2023-11-02,6.75,6.97,6.72,6.89,6.89,12359670,12359670,0.14,2.07,6.8325,"November 02, 23",0.0207
2023-11-01,6.65,6.98,6.49,6.65,6.65,20942536,20942536,0.0,0.0,6.692500000000001,"November 01, 23",0.0
2023-10-31,6.69,6.95,6.22,6.62,6.62,28002741,28002741,-0.07,-1.05,6.62,"October 31, 23",-0.0105
2023-10-30,6.58,6.72,6.52,6.63,6.63,17892765,17892765,0.05,0.75988,6.6125,"October 30, 23",0.0075988
2023-10-27,6.71,6.75,6.5,6.55,6.55,16515413,16515413,-0.16,-2.38,6.6275,"October 27, 23",-0.0238
2023-10-26,6.77,6.88,6.66,6.69,6.69,11963620,11963620,-0.075,-1.18,6.75,"October 26, 23",-0.0118
2023-10-25,6.99,7.06,6.82,6.87,6.87,12953067,12953067,-0.12,-1.72,6.935,"October 25, 23",-0.0172
2023-10-24,7.12,7.15,6.98,7.02,7.02,8963098,8963098,-0.1,-1.4,7.0675,"October 24, 23",-0.014
2023-10-23,7.06,7.16,6.92,7.1,7.1,11397828,11397828,0.04,0.56657,7.0600000000000005,"October 23, 23",0.0056657
2023-10-20,7.29,7.36,6.96,7.16,7.16,15996466,15996466,-0.13,-1.78,7.1925,"October 20, 23",-0.0178
2023-10-19,7.26,7.56,7.15,7.39,7.39,15253232,15253232,0.13,1.79,7.34,"October 19, 23",0.0179
2023-10-18,7.6,7.63,7.34,7.38,7.38,12446948,12446948,-0.22,-2.89,7.4875,"October 18, 23",-0.0289
2023-10-17,7.5,7.66,7.47,7.58,7.58,7299182,7299182,0.08,1.07,7.5525,"October 17, 23",0.0107
2023-10-16,7.65,7.71,7.28,7.51,7.51,17864602,17864602,-0.14,-1.83,7.5375,"October 16, 23",-0.0183
2023-10-13,7.75,7.84,7.61,7.71,7.71,11534985,11534985,-0.04,-0.51613,7.7275,"October 13, 23",-0.0051613
2023-10-12,7.95,7.96,7.49,7.57,7.57,32495456,32495456,-0.38,-4.78,7.7425,"October 12, 23",-0.0478
2023-10-11,7.67,7.86,7.56,7.8,7.8,10806702,10806702,0.13,1.69,7.7225,"October 11, 23",0.0169
