Date,Open,High,Low,Close
09/02/2022,973.67,973.67,973.67,973.67
09/01/2022,994.98,994.98,994.98,994.98
08/31/2022,990.13,990.13,990.13,990.13
08/30/2022,998.78,998.78,998.78,998.78
08/29/2022,"1,022.31","1,022.31","1,022.31","1,022.31"
08/26/2022,"1,030.96","1,030.96","1,030.96","1,030.96"
08/25/2022,"1,060.31","1,060.31","1,060.31","1,060.31"
08/24/2022,"1,058.96","1,058.96","1,058.96","1,058.96"
08/23/2022,"1,054.48","1,054.48","1,054.48","1,054.48"
08/22/2022,"1,033.81","1,033.81","1,033.81","1,033.81"
08/19/2022,"1,060.78","1,060.78","1,060.78","1,060.78"
08/18/2022,"1,080.45","1,080.45","1,080.45","1,080.45"
08/17/2022,"1,082.88","1,082.88","1,082.88","1,082.88"
08/16/2022,"1,094.25","1,094.25","1,094.25","1,094.25"
08/15/2022,"1,102.17","1,102.17","1,102.17","1,102.17"
08/12/2022,"1,073.85","1,073.85","1,073.85","1,073.85"
08/11/2022,"1,029.70","1,029.70","1,029.70","1,029.70"
08/10/2022,"1,050.15","1,050.15","1,050.15","1,050.15"
08/09/2022,"1,012.38","1,012.38","1,012.38","1,012.38"
08/08/2022,"1,039.32","1,039.32","1,039.32","1,039.32"
08/05/2022,"1,026.59","1,026.59","1,026.59","1,026.59"
08/04/2022,"1,089.14","1,089.14","1,089.14","1,089.14"
08/03/2022,"1,090.32","1,090.32","1,090.32","1,090.32"
08/02/2022,"1,064.28","1,064.28","1,064.28","1,064.28"
08/01/2022,"1,055.63","1,055.63","1,055.63","1,055.63"
07/29/2022,"1,051.02","1,051.02","1,051.02","1,051.02"
07/28/2022,997.78,997.78,997.78,997.78
07/27/2022,973.15,973.15,973.15,973.15
07/26/2022,919.29,919.29,919.29,919.29
07/25/2022,952.30,952.30,952.30,952.30
07/22/2022,964.64,964.64,964.64,964.64
07/21/2022,966.33,966.33,966.33,966.33
07/20/2022,891.25,891.25,891.25,891.25
07/19/2022,883.10,883.10,883.10,883.10
07/18/2022,861.53,861.53,861.53,861.53
07/15/2022,859.84,859.84,859.84,859.84
07/14/2022,849.97,849.97,849.97,849.97
07/13/2022,846.67,846.67,846.67,846.67
07/12/2022,834.41,834.41,834.41,834.41
07/11/2022,835.15,835.15,835.15,835.15
07/08/2022,890.05,890.05,890.05,890.05
07/07/2022,871.96,871.96,871.96,871.96
07/06/2022,826.70,826.70,826.70,826.70
07/05/2022,832.16,832.16,832.16,832.16
07/04/2022,814.49,814.49,814.49,814.49
07/01/2022,814.49,814.49,814.49,814.49
06/30/2022,804.52,804.52,804.52,804.52
06/29/2022,821.53,821.53,821.53,821.53
06/28/2022,837.06,837.06,837.06,837.06
06/27/2022,876.81,876.81,876.81,876.81
06/24/2022,880.12,880.12,880.12,880.12
06/23/2022,842.70,842.70,842.70,842.70
06/22/2022,844.04,844.04,844.04,844.04
06/21/2022,846.46,846.46,846.46,846.46
06/20/2022,781.60,781.60,781.60,781.60
06/16/2022,769.12,769.12,769.12,769.12
06/15/2022,840.71,840.71,840.71,840.71
06/14/2022,801.16,801.16,801.16,801.16
06/13/2022,781.86,781.86,781.86,781.86
06/10/2022,842.36,842.36,842.36,842.36
06/09/2022,871.29,871.29,871.29,871.29
06/08/2022,881.47,881.47,881.47,881.47
06/07/2022,874.22,874.22,874.22,874.22
06/06/2022,870.17,870.17,870.17,870.17
06/03/2022,858.50,858.50,858.50,858.50
06/02/2022,935.53,935.53,935.53,935.53
06/01/2022,897.14,897.14,897.14,897.14
05/31/2022,917.31,917.31,917.31,917.31
05/30/2022,918.15,918.15,918.15,918.15
05/27/2022,918.15,918.15,918.15,918.15
05/26/2022,860.61,860.61,860.61,860.61
05/25/2022,805.50,805.50,805.50,805.50
05/24/2022,771.36,771.36,771.36,771.36
05/23/2022,822.77,822.77,822.77,822.77
05/20/2022,809.32,809.32,809.32,809.32
05/19/2022,858.56,858.56,858.56,858.56
05/18/2022,857.01,857.01,857.01,857.01
05/17/2022,917.23,917.23,917.23,917.23
05/16/2022,874.76,874.76,874.76,874.76
05/13/2022,925.07,925.07,925.07,925.07
05/12/2022,871.41,871.41,871.41,871.41
05/11/2022,880.36,880.36,880.36,880.36
05/10/2022,953.52,953.52,953.52,953.52
05/09/2022,940.07,940.07,940.07,940.07
05/06/2022,"1,027.68","1,027.68","1,027.68","1,027.68"
05/05/2022,"1,038.13","1,038.13","1,038.13","1,038.13"
05/04/2022,"1,124.09","1,124.09","1,124.09","1,124.09"
05/03/2022,"1,075.29","1,075.29","1,075.29","1,075.29"
05/02/2022,"1,064.22","1,064.22","1,064.22","1,064.22"
04/29/2022,"1,029.54","1,029.54","1,029.54","1,029.54"
04/28/2022,"1,040.95","1,040.95","1,040.95","1,040.95"
04/27/2022,"1,045.02","1,045.02","1,045.02","1,045.02"
04/26/2022,"1,037.82","1,037.82","1,037.82","1,037.82"
04/25/2022,"1,167.08","1,167.08","1,167.08","1,167.08"
04/22/2022,"1,173.59","1,173.59","1,173.59","1,173.59"
04/21/2022,"1,182.09","1,182.09","1,182.09","1,182.09"
04/20/2022,"1,155.59","1,155.59","1,155.59","1,155.59"
04/19/2022,"1,208.56","1,208.56","1,208.56","1,208.56"
04/18/2022,"1,178.55","1,178.55","1,178.55","1,178.55"
04/15/2022,"1,158.33","1,158.33","1,158.33","1,158.33"
04/14/2022,"1,158.33","1,158.33","1,158.33","1,158.33"
04/13/2022,"1,196.87","1,196.87","1,196.87","1,196.87"
04/12/2022,"1,159.20","1,159.20","1,159.20","1,159.20"
04/11/2022,"1,148.91","1,148.91","1,148.91","1,148.91"
04/08/2022,"1,195.56","1,195.56","1,195.56","1,195.56"
04/07/2022,"1,226.36","1,226.36","1,226.36","1,226.36"
04/06/2022,"1,218.59","1,218.59","1,218.59","1,218.59"
04/05/2022,"1,270.50","1,270.50","1,270.50","1,270.50"
04/04/2022,"1,334.00","1,334.00","1,334.00","1,334.00"
04/01/2022,"1,272.13","1,272.13","1,272.13","1,272.13"
03/31/2022,"1,269.13","1,269.13","1,269.13","1,269.13"
03/30/2022,"1,290.99","1,290.99","1,290.99","1,290.99"
03/29/2022,"1,301.65","1,301.65","1,301.65","1,301.65"
03/28/2022,"1,282.21","1,282.21","1,282.21","1,282.21"
03/25/2022,"1,198.73","1,198.73","1,198.73","1,198.73"
03/24/2022,"1,206.05","1,206.05","1,206.05","1,206.05"
03/23/2022,"1,188.68","1,188.68","1,188.68","1,188.68"
03/22/2022,"1,187.92","1,187.92","1,187.92","1,187.92"
03/21/2022,"1,108.87","1,108.87","1,108.87","1,108.87"
03/18/2022,"1,097.71","1,097.71","1,097.71","1,097.71"
03/17/2022,"1,059.01","1,059.01","1,059.01","1,059.01"
03/16/2022,"1,027.32","1,027.32","1,027.32","1,027.32"
03/15/2022,981.27,981.27,981.27,981.27
03/14/2022,941.44,941.44,941.44,941.44
03/11/2022,974.47,974.47,974.47,974.47
03/10/2022,"1,020.83","1,020.83","1,020.83","1,020.83"
03/09/2022,"1,043.69","1,043.69","1,043.69","1,043.69"
03/08/2022,"1,002.50","1,002.50","1,002.50","1,002.50"
03/07/2022,980.99,980.99,980.99,980.99
03/04/2022,"1,024.44","1,024.44","1,024.44","1,024.44"
03/03/2022,"1,034.63","1,034.63","1,034.63","1,034.63"
03/02/2022,"1,081.87","1,081.87","1,081.87","1,081.87"
03/01/2022,"1,058.06","1,058.06","1,058.06","1,058.06"
02/28/2022,"1,076.17","1,076.17","1,076.17","1,076.17"
02/25/2022,"1,015.68","1,015.68","1,015.68","1,015.68"
02/24/2022,"1,000.60","1,000.60","1,000.60","1,000.60"
02/23/2022,961.08,961.08,961.08,961.08
02/22/2022,"1,022.74","1,022.74","1,022.74","1,022.74"
02/21/2022,"1,066.71","1,066.71","1,066.71","1,066.71"
02/18/2022,"1,066.71","1,066.71","1,066.71","1,066.71"
02/17/2022,"1,084.70","1,084.70","1,084.70","1,084.70"
02/16/2022,"1,137.73","1,137.73","1,137.73","1,137.73"
02/15/2022,"1,135.63","1,135.63","1,135.63","1,135.63"
02/14/2022,"1,081.96","1,081.96","1,081.96","1,081.96"
02/11/2022,"1,065.78","1,065.78","1,065.78","1,065.78"
02/10/2022,"1,118.14","1,118.14","1,118.14","1,118.14"
02/09/2022,"1,148.22","1,148.22","1,148.22","1,148.22"
02/08/2022,"1,131.04","1,131.04","1,131.04","1,131.04"
02/07/2022,"1,117.60","1,117.60","1,117.60","1,117.60"
02/04/2022,"1,135.71","1,135.71","1,135.71","1,135.71"
02/03/2022,"1,115.61","1,115.61","1,115.61","1,115.61"
02/02/2022,"1,135.74","1,135.74","1,135.74","1,135.74"
02/01/2022,"1,164.89","1,164.89","1,164.89","1,164.89"
01/31/2022,"1,164.85","1,164.85","1,164.85","1,164.85"
01/28/2022,"1,063.31","1,063.31","1,063.31","1,063.31"
01/27/2022,"1,048.67","1,048.67","1,048.67","1,048.67"
01/26/2022,"1,164.56","1,164.56","1,164.56","1,164.56"
01/25/2022,"1,146.43","1,146.43","1,146.43","1,146.43"
01/24/2022,"1,163.69","1,163.69","1,163.69","1,163.69"
01/21/2022,"1,179.87","1,179.87","1,179.87","1,179.87"
01/20/2022,"1,240.28","1,240.28","1,240.28","1,240.28"
01/19/2022,"1,248.29","1,248.29","1,248.29","1,248.29"
01/18/2022,"1,297.12","1,297.12","1,297.12","1,297.12"
01/14/2022,"1,327.94","1,327.94","1,327.94","1,327.94"
01/13/2022,"1,309.86","1,309.86","1,309.86","1,309.86"
01/12/2022,"1,384.23","1,384.23","1,384.23","1,384.23"
01/11/2022,"1,342.29","1,342.29","1,342.29","1,342.29"
01/10/2022,"1,330.03","1,330.03","1,330.03","1,330.03"
01/07/2022,"1,305.15","1,305.15","1,305.15","1,305.15"
01/06/2022,"1,341.46","1,341.46","1,341.46","1,341.46"
01/05/2022,"1,360.13","1,360.13","1,360.13","1,360.13"
01/04/2022,"1,434.04","1,434.04","1,434.04","1,434.04"
01/03/2022,"1,464.77","1,464.77","1,464.77","1,464.77"
12/31/2021,"1,311.02","1,311.02","1,311.02","1,311.02"
12/30/2021,"1,322.63","1,322.63","1,322.63","1,322.63"
12/29/2021,"1,335.24","1,335.24","1,335.24","1,335.24"
12/28/2021,"1,338.92","1,338.92","1,338.92","1,338.92"
12/27/2021,"1,346.90","1,346.90","1,346.90","1,346.90"
12/24/2021,"1,313.80","1,313.80","1,313.80","1,313.80"
12/23/2021,"1,313.80","1,313.80","1,313.80","1,313.80"
12/22/2021,"1,254.27","1,254.27","1,254.27","1,254.27"
12/21/2021,"1,178.86","1,178.86","1,178.86","1,178.86"
12/20/2021,"1,136.76","1,136.76","1,136.76","1,136.76"
12/17/2021,"1,176.07","1,176.07","1,176.07","1,176.07"
12/16/2021,"1,181.36","1,181.36","1,181.36","1,181.36"
12/15/2021,"1,232.43","1,232.43","1,232.43","1,232.43"
12/14/2021,"1,213.91","1,213.91","1,213.91","1,213.91"
12/13/2021,"1,225.66","1,225.66","1,225.66","1,225.66"
12/10/2021,"1,288.64","1,288.64","1,288.64","1,288.64"
12/09/2021,"1,259.49","1,259.49","1,259.49","1,259.49"
12/08/2021,"1,330.77","1,330.77","1,330.77","1,330.77"
12/07/2021,"1,314.24","1,314.24","1,314.24","1,314.24"
12/06/2021,"1,263.88","1,263.88","1,263.88","1,263.88"
12/03/2021,"1,266.74","1,266.74","1,266.74","1,266.74"
12/02/2021,"1,345.15","1,345.15","1,345.15","1,345.15"
12/01/2021,"1,349.74","1,349.74","1,349.74","1,349.74"
11/30/2021,"1,399.04","1,399.04","1,399.04","1,399.04"
11/29/2021,"1,397.32","1,397.32","1,397.32","1,397.32"
11/26/2021,"1,340.54","1,340.54","1,340.54","1,340.54"
11/25/2021,"1,382.28","1,382.28","1,382.28","1,382.28"
