Date,Open,High,Low,Close
09/04/2023,30.59,30.59,30.59,30.59
09/01/2023,30.37,30.37,30.37,30.37
08/31/2023,30.37,30.37,30.37,30.37
08/29/2023,30.55,30.55,30.55,30.55
08/28/2023,30.17,30.17,30.17,30.17
08/25/2023,29.44,29.44,29.44,29.44
08/24/2023,29.35,29.35,29.35,29.35
08/23/2023,29.25,29.25,29.25,29.25
08/22/2023,28.51,28.51,28.51,28.51
08/21/2023,28.72,28.72,28.72,28.72
08/18/2023,28.69,28.69,28.69,28.69
08/17/2023,28.69,28.69,28.69,28.69
08/16/2023,28.98,28.98,28.98,28.98
08/15/2023,29.2,29.2,29.2,29.2
08/14/2023,29.55,29.55,29.55,29.55
08/11/2023,30.01,30.01,30.01,30.01
08/10/2023,30.19,30.19,30.19,30.19
08/08/2023,30.55,30.55,30.55,30.55
08/07/2023,30.5,30.5,30.5,30.5
08/04/2023,30.34,30.34,30.34,30.34
08/02/2023,30.21,30.21,30.21,30.21
08/01/2023,30.42,30.42,30.42,30.42
07/28/2023,30.88,30.88,30.88,30.88
07/27/2023,30.38,30.38,30.38,30.38
07/25/2023,30.77,30.77,30.77,30.77
07/21/2023,30.33,30.33,30.33,30.33
07/20/2023,30.6,30.6,30.6,30.6
07/19/2023,30.96,30.96,30.96,30.96
07/18/2023,30.68,30.68,30.68,30.68
07/17/2023,30.24,30.24,30.24,30.24
07/14/2023,30.03,30.03,30.03,30.03
07/12/2023,29.77,29.77,29.77,29.77
07/11/2023,29.67,29.67,29.67,29.67
07/10/2023,29.48,29.48,29.48,29.48
07/07/2023,28.91,28.91,28.91,28.91
07/06/2023,28.17,28.17,28.17,28.17
07/05/2023,28.8,28.8,28.8,28.8
06/30/2023,29.41,29.41,29.41,29.41
06/29/2023,29.44,29.44,29.44,29.44
06/27/2023,29.71,29.71,29.71,29.71
06/26/2023,29.21,29.21,29.21,29.21
06/23/2023,28.7,28.7,28.7,28.7
06/22/2023,29.08,29.08,29.08,29.08
06/21/2023,29.61,29.61,29.61,29.61
06/20/2023,29.38,29.38,29.38,29.38
06/19/2023,29.59,29.59,29.59,29.59
06/16/2023,29.59,29.59,29.59,29.59
06/14/2023,29.43,29.43,29.43,29.43
06/13/2023,29.5,29.5,29.5,29.5
06/09/2023,28.66,28.66,28.66,28.66
06/07/2023,28.49,28.49,28.49,28.49
06/06/2023,28.26,28.26,28.26,28.26
06/05/2023,27.74,27.74,27.74,27.74
06/02/2023,27.86,27.86,27.86,27.86
05/31/2023,26.73,26.73,26.73,26.73
05/30/2023,26.89,26.89,26.89,26.89
05/25/2023,25.63,25.63,25.63,25.63
05/24/2023,26.07,26.07,26.07,26.07
05/23/2023,26.61,26.61,26.61,26.61
05/22/2023,26.8,26.8,26.8,26.8
05/19/2023,26.65,26.65,26.65,26.65
05/16/2023,25.74,25.74,25.74,25.74
05/15/2023,26.17,26.17,26.17,26.17
05/11/2023,26.19,26.19,26.19,26.19
05/10/2023,26.08,26.08,26.08,26.08
05/09/2023,26.16,26.16,26.16,26.16
05/08/2023,26.47,26.47,26.47,26.47
05/05/2023,26.49,26.49,26.49,26.49
05/04/2023,25.73,25.73,25.73,25.73
05/03/2023,26.4,26.4,26.4,26.4
05/02/2023,26.35,26.35,26.35,26.35
05/01/2023,27.04,27.04,27.04,27.04
04/28/2023,27.79,27.79,27.79,27.79
04/26/2023,26.8,26.8,26.8,26.8
04/24/2023,27.36,27.36,27.36,27.36
04/21/2023,27.36,27.36,27.36,27.36
04/20/2023,27.25,27.25,27.25,27.25
04/19/2023,27.37,27.37,27.37,27.37
04/18/2023,27.18,27.18,27.18,27.18
04/17/2023,27.45,27.45,27.45,27.45
04/14/2023,26.91,26.91,26.91,26.91
04/13/2023,27.17,27.17,27.17,27.17
04/12/2023,27.03,27.03,27.03,27.03
04/11/2023,27.09,27.09,27.09,27.09
04/10/2023,26.72,26.72,26.72,26.72
04/05/2023,27.3,27.3,27.3,27.3
04/04/2023,27.11,27.11,27.11,27.11
04/03/2023,27.03,27.03,27.03,27.03
03/31/2023,27.27,27.27,27.27,27.27
03/30/2023,26.75,26.75,26.75,26.75
03/29/2023,27.23,27.23,27.23,27.23
03/28/2023,26.84,26.84,26.84,26.84
03/27/2023,26.93,26.93,26.93,26.93
03/24/2023,26.54,26.54,26.54,26.54
03/23/2023,25.99,25.99,25.99,25.99
03/21/2023,26.98,26.98,26.98,26.98
03/20/2023,26.34,26.34,26.34,26.34
03/17/2023,26.2,26.2,26.2,26.2
03/16/2023,27.01,27.01,27.01,27.01
03/15/2023,26.94,26.94,26.94,26.94
03/14/2023,27.74,27.74,27.74,27.74
