Date,Open,High,Low,Close
09/01/2023,"16,004.98","16,042.14","15,784.21","15,854.27"
08/31/2023,"15,858.55","16,024.08","15,833.56","15,864.39"
08/30/2023,"15,737.99","15,862.69","15,647.12","15,806.66"
08/29/2023,"15,412.90","15,869.56","15,408.06","15,734.17"
08/28/2023,"15,333.60","15,437.15","15,214.66","15,331.38"
08/25/2023,"15,127.52","15,271.93","14,829.57","15,180.42"
08/24/2023,"15,681.16","15,715.17","15,161.74","15,168.71"
08/23/2023,"15,237.51","15,606.94","15,210.51","15,507.47"
08/22/2023,"15,207.97","15,274.84","15,105.24","15,141.52"
08/21/2023,"14,949.84","15,147.30","14,913.99","15,114.83"
08/18/2023,"14,907.35","15,015.93","14,736.98","14,948.25"
08/17/2023,"15,289.47","15,147.19","15,117.43","15,147.19"
08/16/2023,"15,328.05","15,208.30","15,179.59","15,208.30"
08/15/2023,"15,602.32","15,418.74","15,358.68","15,418.74"
08/14/2023,"15,380.55","15,611.76","15,317.32","15,611.76"
08/11/2023,"15,343.95","15,410.04","15,289.25","15,410.04"
08/10/2023,"15,642.20","15,478.28","15,424.99","15,478.28"
08/09/2023,"15,777.78","15,777.78","15,391.13","15,462.77"
08/08/2023,"15,695.01","15,754.37","15,539.47","15,714.69"
08/07/2023,"15,590.44","15,825.37","15,552.26","15,814.61"
08/04/2023,"15,671.62","15,858.87","15,451.04","15,472.43"
08/03/2023,"15,479.80","15,657.57","15,460.57","15,547.27"
08/02/2023,"15,706.61","15,755.69","15,441.95","15,561.53"
08/01/2023,"15,872.68","16,031.60","15,820.59","15,970.73"
07/31/2023,"16,049.03","16,146.95","15,958.93","16,016.47"
07/28/2023,"15,788.98","16,155.64","15,772.09","16,073.37"
07/27/2023,"15,991.37","16,084.15","15,551.72","15,603.14"
07/26/2023,"15,513.77","15,585.09","15,321.37","15,432.68"
07/25/2023,"14,848.76","14,961.71","14,755.17","14,865.03"
07/24/2023,"14,850.65","14,947.42","14,709.42","14,762.93"
07/21/2023,"14,861.73","14,924.17","14,611.35","14,691.52"
07/20/2023,"15,167.97","15,325.90","14,705.92","14,757.29"
07/19/2023,"15,352.50","15,412.99","15,173.23","15,227.89"
07/18/2023,"15,301.61","15,332.22","15,138.85","15,271.20"
07/17/2023,"15,313.22","15,429.89","15,215.82","15,301.41"
07/14/2023,"15,331.26","15,486.22","15,246.25","15,299.71"
07/13/2023,"15,059.85","15,360.84","14,999.99","15,322.61"
07/12/2023,"14,732.00","14,907.18","14,703.62","14,827.35"
07/11/2023,"14,348.43","14,590.68","14,331.35","14,534.66"
07/10/2023,"14,504.09","14,545.08","14,253.72","14,384.11"
07/07/2023,"14,598.35","14,714.12","14,520.70","14,525.43"
07/06/2023,"14,645.80","14,663.81","14,466.43","14,592.64"
07/05/2023,"14,518.05","14,879.05","14,498.88","14,780.90"
07/03/2023,"14,498.56","14,596.54","14,435.58","14,526.97"
06/30/2023,"14,558.93","14,650.49","14,525.65","14,534.80"
06/29/2023,"14,467.85","14,523.23","14,338.81","14,385.85"
06/28/2023,"14,255.54","14,588.45","14,248.67","14,522.73"
06/27/2023,"14,174.02","14,461.70","14,137.21","14,384.51"
06/26/2023,"14,576.21","14,691.63","14,230.78","14,238.00"
06/23/2023,"14,539.95","14,732.12","14,460.60","14,687.24"
06/22/2023,"14,359.23","14,712.83","14,274.05","14,706.55"
06/21/2023,"14,659.43","14,672.35","14,379.37","14,461.56"
06/20/2023,"14,623.89","14,800.92","14,527.85","14,723.10"
06/16/2023,"14,962.23","14,962.23","14,690.40","14,711.50"
06/15/2023,"14,559.20","14,917.24","14,482.54","14,860.49"
06/14/2023,"14,579.88","14,660.71","14,391.74","14,612.27"
06/13/2023,"14,738.15","14,738.23","14,513.64","14,601.95"
