Date,Open,High,Low,Close
09/01/2023,"1,611.84","1,612.08","1,583.73","1,596.44"
08/31/2023,"1,617.45","1,617.45","1,591.07","1,601.47"
08/30/2023,"1,616.25","1,621.37","1,604.42","1,606.08"
08/29/2023,"1,582.42","1,627.96","1,578.63","1,620.07"
08/28/2023,"1,578.55","1,595.08","1,572.16","1,582.26"
08/25/2023,"1,579.71","1,581.71","1,551.75","1,567.85"
08/24/2023,"1,588.20","1,604.33","1,571.74","1,575.05"
08/23/2023,"1,578.56","1,605.92","1,570.11","1,600.24"
08/22/2023,"1,607.35","1,609.85","1,573.11","1,583.88"
08/21/2023,"1,596.19","1,605.61","1,581.42","1,597.02"
08/18/2023,"1,580.48","1,600.08","1,580.48","1,591.84"
08/17/2023,"1,634.02","1,635.67","1,598.57","1,601.75"
08/16/2023,"1,648.30","1,675.28","1,632.28","1,634.23"
08/15/2023,"1,666.92","1,674.06","1,649.02","1,649.87"
08/14/2023,"1,672.45","1,689.26","1,664.67","1,685.11"
08/11/2023,"1,693.00","1,696.54","1,675.25","1,682.44"
08/10/2023,"1,719.73","1,724.33","1,685.69","1,701.67"
08/09/2023,"1,729.86","1,739.40","1,693.49","1,702.97"
08/08/2023,"1,686.45","1,740.03","1,685.98","1,735.75"
08/07/2023,"1,694.71","1,713.95","1,676.79","1,708.56"
08/04/2023,"1,697.40","1,701.51","1,678.77","1,690.44"
08/03/2023,"1,697.88","1,701.06","1,679.43","1,684.79"
08/02/2023,"1,712.36","1,726.00","1,707.78","1,718.84"
08/01/2023,"1,749.07","1,752.50","1,707.72","1,738.41"
07/31/2023,"1,759.98","1,778.96","1,758.83","1,777.13"
07/28/2023,"1,743.47","1,762.92","1,739.45","1,758.64"
07/27/2023,"1,749.10","1,755.92","1,721.41","1,733.85"
07/26/2023,"1,791.27","1,802.22","1,767.38","1,794.59"
07/25/2023,"1,801.12","1,802.59","1,753.62","1,784.75"
07/24/2023,"1,857.67","1,863.79","1,838.37","1,845.83"
07/21/2023,"1,886.31","1,892.32","1,857.33","1,876.50"
07/20/2023,"1,872.13","1,883.57","1,838.82","1,874.06"
07/19/2023,"1,867.31","1,886.87","1,859.10","1,881.23"
07/18/2023,"1,825.65","1,878.52","1,825.65","1,877.21"
07/17/2023,"1,822.94","1,847.04","1,821.22","1,830.81"
07/14/2023,"1,874.80","1,874.80","1,813.48","1,828.36"
07/13/2023,"1,954.77","1,957.92","1,875.54","1,877.01"
07/12/2023,"1,938.68","1,950.09","1,904.80","1,906.49"
07/11/2023,"1,918.84","1,933.79","1,901.65","1,929.29"
07/10/2023,"1,875.15","1,917.00","1,875.15","1,916.73"
07/07/2023,"1,853.56","1,896.07","1,849.83","1,878.77"
07/06/2023,"1,863.38","1,875.33","1,836.49","1,845.51"
07/05/2023,"1,859.92","1,901.29","1,848.27","1,890.11"
07/03/2023,"1,848.81","1,877.23","1,848.81","1,870.69"
06/30/2023,"1,832.96","1,855.78","1,826.10","1,851.69"
06/29/2023,"1,839.99","1,860.39","1,814.36","1,817.58"
06/28/2023,"1,803.63","1,826.38","1,795.58","1,825.00"
