Date,Open,High,Low,Close
09/04/2023,546.18,546.18,546.18,546.18
09/01/2023,540.98,540.98,540.98,540.98
08/31/2023,540.98,540.98,540.98,540.98
08/29/2023,541.63,541.63,541.63,541.63
08/28/2023,534.66,534.66,534.66,534.66
08/25/2023,523.08,523.08,523.08,523.08
08/24/2023,524.5,524.5,524.5,524.5
08/23/2023,525.76,525.76,525.76,525.76
08/22/2023,515.4,515.4,515.4,515.4
08/21/2023,514.3,514.3,514.3,514.3
08/18/2023,517.82,517.82,517.82,517.82
08/17/2023,516.78,516.78,516.78,516.78
08/16/2023,522.6,522.6,522.6,522.6
08/15/2023,531.4,531.4,531.4,531.4
08/14/2023,542.32,542.32,542.32,542.32
08/11/2023,541.68,541.68,541.68,541.68
08/10/2023,540.36,540.36,540.36,540.36
08/08/2023,547.95,547.95,547.95,547.95
08/07/2023,545.07,545.07,545.07,545.07
08/04/2023,541.33,541.33,541.33,541.33
08/02/2023,543.25,543.25,543.25,543.25
08/01/2023,548.11,548.11,548.11,548.11
07/28/2023,538.97,538.97,538.97,538.97
07/27/2023,532.41,532.41,532.41,532.41
07/25/2023,576.22,576.22,576.22,576.22
07/21/2023,570.62,570.62,570.62,570.62
07/20/2023,569.96,569.96,569.96,569.96
07/19/2023,579.46,579.46,579.46,579.46
07/18/2023,577.79,577.79,577.79,577.79
07/17/2023,573.07,573.07,573.07,573.07
07/14/2023,566.37,566.37,566.37,566.37
07/12/2023,563.92,563.92,563.92,563.92
07/11/2023,554.92,554.92,554.92,554.92
07/10/2023,544.89,544.89,544.89,544.89
07/07/2023,535.95,535.95,535.95,535.95
07/06/2023,537.71,537.71,537.71,537.71
07/05/2023,543.98,543.98,543.98,543.98
06/30/2023,543.37,543.37,543.37,543.37
06/29/2023,545.24,545.24,545.24,545.24
06/27/2023,537.63,537.63,537.63,537.63
06/26/2023,522.14,522.14,522.14,522.14
06/23/2023,515.99,515.99,515.99,515.99
06/22/2023,519.61,519.61,519.61,519.61
06/21/2023,523.04,523.04,523.04,523.04
06/20/2023,516.34,516.34,516.34,516.34
06/19/2023,514.41,514.41,514.41,514.41
06/16/2023,514.41,514.41,514.41,514.41
06/14/2023,511.23,511.23,511.23,511.23
06/13/2023,510.74,510.74,510.74,510.74
06/09/2023,502.43,502.43,502.43,502.43
06/07/2023,506.49,506.49,506.49,506.49
06/06/2023,508.46,508.46,508.46,508.46
06/05/2023,499.91,499.91,499.91,499.91
06/02/2023,504.84,504.84,504.84,504.84
05/31/2023,489.97,489.97,489.97,489.97
05/30/2023,487.08,487.08,487.08,487.08
05/25/2023,483.8,483.8,483.8,483.8
05/24/2023,485.77,485.77,485.77,485.77
05/23/2023,489.54,489.54,489.54,489.54
05/22/2023,498.7,498.7,498.7,498.7
05/19/2023,492.4,492.4,492.4,492.4
05/16/2023,473.92,473.92,473.92,473.92
05/15/2023,477.31,477.31,477.31,477.31
05/11/2023,473.32,473.32,473.32,473.32
05/10/2023,477.31,477.31,477.31,477.31
05/09/2023,471.53,471.53,471.53,471.53
05/08/2023,472.75,472.75,472.75,472.75
05/05/2023,477.31,477.31,477.31,477.31
05/04/2023,469.42,469.42,469.42,469.42
05/03/2023,462.93,462.93,462.93,462.93
05/02/2023,469.15,469.15,469.15,469.15
05/01/2023,478.34,478.34,478.34,478.34
04/28/2023,480.34,480.34,480.34,480.34
04/26/2023,446.46,446.46,446.46,446.46
04/24/2023,449.78,449.78,449.78,449.78
04/21/2023,453.07,453.07,453.07,453.07
04/20/2023,451.78,451.78,451.78,451.78
04/19/2023,455.45,455.45,455.45,455.45
04/18/2023,455.37,455.37,455.37,455.37
04/17/2023,456.68,456.68,456.68,456.68
04/14/2023,450.51,450.51,450.51,450.51
04/13/2023,452.93,452.93,452.93,452.93
04/12/2023,447.28,447.28,447.28,447.28
04/11/2023,448.84,448.84,448.84,448.84
04/10/2023,447.15,447.15,447.15,447.15
04/05/2023,443.44,443.44,443.44,443.44
04/04/2023,447.93,447.93,447.93,447.93
04/03/2023,456.8,456.8,456.8,456.8
03/31/2023,456.56,456.56,456.56,456.56
03/30/2023,446.44,446.44,446.44,446.44
03/29/2023,443.59,443.59,443.59,443.59
03/28/2023,437.23,437.23,437.23,437.23
03/27/2023,441.54,441.54,441.54,441.54
03/24/2023,439.01,439.01,439.01,439.01
03/23/2023,435.42,435.42,435.42,435.42
03/21/2023,456.71,456.71,456.71,456.71
03/20/2023,448.03,448.03,448.03,448.03
03/17/2023,446.81,446.81,446.81,446.81
03/16/2023,455.56,455.56,455.56,455.56
03/15/2023,448.23,448.23,448.23,448.23
03/14/2023,452.69,452.69,452.69,452.69
03/13/2023,449.3,449.3,449.3,449.3
03/10/2023,455.6,455.6,455.6,455.6
03/09/2023,470.78,470.78,470.78,470.78
03/08/2023,484.87,484.87,484.87,484.87
03/07/2023,483.53,483.53,483.53,483.53
03/06/2023,493.83,493.83,493.83,493.83
03/03/2023,499.48,499.48,499.48,499.48
03/02/2023,490.18,490.18,490.18,490.18
03/01/2023,487.13,487.13,487.13,487.13
02/28/2023,491.19,491.19,491.19,491.19
02/27/2023,490.32,490.32,490.32,490.32
02/23/2023,495.98,495.98,495.98,495.98
02/22/2023,498.03,498.03,498.03,498.03
02/21/2023,509.29,509.29,509.29,509.29
02/20/2023,525.23,525.23,525.23,525.23
02/16/2023,529.89,529.89,529.89,529.89
02/15/2023,535.59,535.59,535.59,535.59
02/14/2023,525.14,525.14,525.14,525.14
02/13/2023,523.94,523.94,523.94,523.94
02/10/2023,513.9,513.9,513.9,513.9
02/09/2023,514.34,514.34,514.34,514.34
02/08/2023,511.39,511.39,511.39,511.39
02/07/2023,524.59,524.59,524.59,524.59
02/06/2023,513.57,513.57,513.57,513.57
02/03/2023,523.4,523.4,523.4,523.4
02/02/2023,538.25,538.25,538.25,538.25
02/01/2023,521.91,521.91,521.91,521.91
01/31/2023,519.81,519.81,519.81,519.81
01/30/2023,512.98,512.98,512.98,512.98
01/27/2023,516.38,516.38,516.38,516.38
01/26/2023,515.83,515.83,515.83,515.83
01/25/2023,506.24,506.24,506.24,506.24
01/23/2023,517.65,517.65,517.65,517.65
01/20/2023,512.07,512.07,512.07,512.07
01/19/2023,502.64,502.64,502.64,502.64
01/18/2023,508.49,508.49,508.49,508.49
01/17/2023,516.03,516.03,516.03,516.03
01/16/2023,523.34,523.34,523.34,523.34
01/12/2023,519.33,519.33,519.33,519.33
01/11/2023,516.22,516.22,516.22,516.22
01/10/2023,499.79,499.79,499.79,499.79
01/09/2023,492.61,492.61,492.61,492.61
01/06/2023,486.83,486.83,486.83,486.83
01/05/2023,472.57,472.57,472.57,472.57
01/04/2023,485.36,485.36,485.36,485.36
01/03/2023,477.72,477.72,477.72,477.72
01/02/2023,470.93,470.93,470.93,470.93
12/29/2022,473.3,473.3,473.3,473.3
12/28/2022,461.11,461.11,461.11,461.11
12/27/2022,468.19,468.19,468.19,468.19
12/26/2022,470.1,470.1,470.1,470.1
12/22/2022,468.53,468.53,468.53,468.53
12/21/2022,473.94,473.94,473.94,473.94
12/20/2022,466.23,466.23,466.23,466.23
12/19/2022,468.73,468.73,468.73,468.73
12/16/2022,476.17,476.17,476.17,476.17
12/15/2022,481.11,481.11,481.11,481.11
12/14/2022,498.55,498.55,498.55,498.55
12/13/2022,502.27,502.27,502.27,502.27
12/12/2022,488.46,488.46,488.46,488.46
12/09/2022,482.59,482.59,482.59,482.59
12/08/2022,487.64,487.64,487.64,487.64
12/07/2022,482.41,482.41,482.41,482.41
12/06/2022,487.82,487.82,487.82,487.82
12/05/2022,493.05,493.05,493.05,493.05
12/02/2022,504.74,504.74,504.74,504.74
12/01/2022,504.31,504.31,504.31,504.31
11/30/2022,498.93,498.93,498.93,498.93
11/29/2022,478.63,478.63,478.63,478.63
11/28/2022,476.06,476.06,476.06,476.06
11/25/2022,485.98,485.98,485.98,485.98
11/24/2022,484.43,484.43,484.43,484.43
11/22/2022,478.61,478.61,478.61,478.61
11/21/2022,478.17,478.17,478.17,478.17
11/18/2022,480.0,480.0,480.0,480.0
11/17/2022,481.55,481.55,481.55,481.55
11/16/2022,489.71,489.71,489.71,489.71
11/15/2022,491.68,491.68,491.68,491.68
11/14/2022,487.47,487.47,487.47,487.47
11/11/2022,501.27,501.27,501.27,501.27
11/10/2022,495.19,495.19,495.19,495.19
11/09/2022,456.66,456.66,456.66,456.66
11/08/2022,463.34,463.34,463.34,463.34
11/07/2022,463.96,463.96,463.96,463.96
11/04/2022,459.6,459.6,459.6,459.6
11/03/2022,455.32,455.32,455.32,455.32
11/02/2022,452.04,452.04,452.04,452.04
11/01/2022,472.49,472.49,472.49,472.49
10/31/2022,471.92,471.92,471.92,471.92
10/28/2022,473.05,473.05,473.05,473.05
10/27/2022,468.56,468.56,468.56,468.56
10/26/2022,470.29,470.29,470.29,470.29
10/25/2022,455.14,455.14,455.14,455.14
10/24/2022,437.0,437.0,437.0,437.0
10/21/2022,437.53,437.53,437.53,437.53
10/20/2022,428.63,428.63,428.63,428.63
10/19/2022,433.29,433.29,433.29,433.29
10/18/2022,444.41,444.41,444.41,444.41
10/17/2022,439.36,439.36,439.36,439.36
10/14/2022,425.59,425.59,425.59,425.59
10/13/2022,436.19,436.19,436.19,436.19
10/12/2022,434.58,434.58,434.58,434.58
10/11/2022,437.49,437.49,437.49,437.49
10/10/2022,441.44,441.44,441.44,441.44
10/07/2022,441.62,441.62,441.62,441.62
10/06/2022,455.74,455.74,455.74,455.74
10/05/2022,457.09,457.09,457.09,457.09
10/04/2022,460.51,460.51,460.51,460.51
10/03/2022,441.66,441.66,441.66,441.66
09/30/2022,426.25,426.25,426.25,426.25
09/29/2022,429.57,429.57,429.57,429.57
09/28/2022,442.26,442.26,442.26,442.26
09/27/2022,429.9,429.9,429.9,429.9
09/26/2022,430.23,430.23,430.23,430.23
09/23/2022,435.49,435.49,435.49,435.49
09/22/2022,442.19,442.19,442.19,442.19
09/21/2022,445.63,445.63,445.63,445.63
09/20/2022,456.34,456.34,456.34,456.34
09/19/2022,467.16,467.16,467.16,467.16
09/16/2022,462.98,462.98,462.98,462.98
09/15/2022,476.61,476.61,476.61,476.61
09/14/2022,480.7,480.7,480.7,480.7
09/13/2022,489.12,489.12,489.12,489.12
09/12/2022,507.86,507.86,507.86,507.86
09/09/2022,506.09,506.09,506.09,506.09
09/08/2022,500.79,500.79,500.79,500.79
09/07/2022,494.37,494.37,494.37,494.37
09/06/2022,479.24,479.24,479.24,479.24
09/05/2022,468.26,468.26,468.26,468.26
09/02/2022,468.26,468.26,468.26,468.26
09/01/2022,468.54,468.54,468.54,468.54
08/31/2022,469.89,469.89,469.89,469.89
08/30/2022,471.1,471.1,471.1,471.1
08/29/2022,472.8,472.8,472.8,472.8
08/26/2022,478.36,478.36,478.36,478.36
08/25/2022,495.63,495.63,495.63,495.63
08/24/2022,483.58,483.58,483.58,483.58
08/23/2022,482.48,482.48,482.48,482.48
08/22/2022,481.21,481.21,481.21,481.21
08/19/2022,494.77,494.77,494.77,494.77
08/18/2022,508.64,508.64,508.64,508.64
08/17/2022,509.31,509.31,509.31,509.31
08/16/2022,520.47,520.47,520.47,520.47
08/15/2022,523.45,523.45,523.45,523.45
08/12/2022,523.99,523.99,523.99,523.99
08/11/2022,512.48,512.48,512.48,512.48
08/10/2022,514.57,514.57,514.57,514.57
08/09/2022,498.85,498.85,498.85,498.85
08/08/2022,505.33,505.33,505.33,505.33
08/05/2022,500.86,500.86,500.86,500.86
08/04/2022,494.71,494.71,494.71,494.71
08/03/2022,498.91,498.91,498.91,498.91
08/02/2022,490.63,490.63,490.63,490.63
08/01/2022,496.33,496.33,496.33,496.33
07/29/2022,502.36,502.36,502.36,502.36
07/28/2022,496.2,496.2,496.2,496.2
07/27/2022,488.42,488.42,488.42,488.42
07/26/2022,459.25,459.25,459.25,459.25
07/25/2022,468.33,468.33,468.33,468.33
07/22/2022,468.33,468.33,468.33,468.33
07/21/2022,471.33,471.33,471.33,471.33
07/20/2022,467.8,467.8,467.8,467.8
07/19/2022,461.57,461.57,461.57,461.57
07/18/2022,445.84,445.84,445.84,445.84
07/15/2022,448.55,448.55,448.55,448.55
07/14/2022,433.4,433.4,433.4,433.4
07/13/2022,439.0,439.0,439.0,439.0
07/12/2022,445.26,445.26,445.26,445.26
07/11/2022,446.07,446.07,446.07,446.07
07/08/2022,451.76,451.76,451.76,451.76
07/07/2022,453.21,453.21,453.21,453.21
07/06/2022,449.56,449.56,449.56,449.56
07/05/2022,455.02,455.02,455.02,455.02
07/04/2022,449.23,449.23,449.23,449.23
07/01/2022,449.23,449.23,449.23,449.23
06/30/2022,436.05,436.05,436.05,436.05
06/29/2022,437.95,437.95,437.95,437.95
06/28/2022,439.51,439.51,439.51,439.51
06/27/2022,445.94,445.94,445.94,445.94
06/24/2022,449.44,449.44,449.44,449.44
06/23/2022,432.96,432.96,432.96,432.96
06/22/2022,421.06,421.06,421.06,421.06
06/21/2022,414.23,414.23,414.23,414.23
06/20/2022,410.84,410.84,410.84,410.84
06/16/2022,398.27,398.27,398.27,398.27
06/15/2022,418.7,418.7,418.7,418.7
06/14/2022,411.81,411.81,411.81,411.81
06/13/2022,414.74,414.74,414.74,414.74
06/10/2022,440.05,440.05,440.05,440.05
06/09/2022,454.92,454.92,454.92,454.92
06/08/2022,475.56,475.56,475.56,475.56
06/07/2022,484.21,484.21,484.21,484.21
06/06/2022,479.93,479.93,479.93,479.93
06/03/2022,480.99,480.99,480.99,480.99
06/02/2022,496.85,496.85,496.85,496.85
06/01/2022,474.91,474.91,474.91,474.91
05/31/2022,486.08,486.08,486.08,486.08
05/30/2022,494.52,494.52,494.52,494.52
05/27/2022,494.52,494.52,494.52,494.52
05/26/2022,476.07,476.07,476.07,476.07
05/25/2022,465.76,465.76,465.76,465.76
05/24/2022,458.22,458.22,458.22,458.22
05/23/2022,471.61,471.61,471.61,471.61
05/20/2022,465.8,465.8,465.8,465.8
05/19/2022,471.13,471.13,471.13,471.13
05/18/2022,462.72,462.72,462.72,462.72
05/17/2022,484.26,484.26,484.26,484.26
05/16/2022,467.99,467.99,467.99,467.99
05/13/2022,476.22,476.22,476.22,476.22
05/12/2022,455.2,455.2,455.2,455.2
05/11/2022,444.58,444.58,444.58,444.58
05/10/2022,457.77,457.77,457.77,457.77
05/09/2022,465.41,465.41,465.41,465.41
05/06/2022,478.68,478.68,478.68,478.68
05/05/2022,490.47,490.47,490.47,490.47
