Date,Open,High,Low,Close
09/04/2023,"3,358.59","3,358.59","3,358.59","3,358.59"
09/01/2023,"3,347.35","3,347.35","3,347.35","3,347.35"
08/31/2023,"3,347.35","3,347.35","3,347.35","3,347.35"
08/29/2023,"3,317.45","3,317.45","3,317.45","3,317.45"
08/28/2023,"3,247.98","3,247.98","3,247.98","3,247.98"
08/25/2023,"3,215.86","3,215.86","3,215.86","3,215.86"
08/24/2023,"3,215.66","3,215.66","3,215.66","3,215.66"
08/23/2023,"3,268.29","3,268.29","3,268.29","3,268.29"
08/22/2023,"3,205.25","3,205.25","3,205.25","3,205.25"
08/21/2023,"3,212.97","3,212.97","3,212.97","3,212.97"
08/18/2023,"3,148.71","3,148.71","3,148.71","3,148.71"
08/17/2023,"3,156.25","3,156.25","3,156.25","3,156.25"
08/16/2023,"3,179.60","3,179.60","3,179.60","3,179.60"
08/15/2023,"3,212.32","3,212.32","3,212.32","3,212.32"
08/14/2023,"3,237.16","3,237.16","3,237.16","3,237.16"
08/11/2023,"3,181.82","3,181.82","3,181.82","3,181.82"
08/10/2023,"3,220.31","3,220.31","3,220.31","3,220.31"
08/08/2023,"3,267.16","3,267.16","3,267.16","3,267.16"
08/07/2023,"3,303.50","3,303.50","3,303.50","3,303.50"
08/04/2023,"3,273.76","3,273.76","3,273.76","3,273.76"
08/02/2023,"3,304.94","3,304.94","3,304.94","3,304.94"
08/01/2023,"3,396.72","3,396.72","3,396.72","3,396.72"
07/28/2023,"3,394.96","3,394.96","3,394.96","3,394.96"
07/27/2023,"3,341.77","3,341.77","3,341.77","3,341.77"
07/25/2023,"3,320.97","3,320.97","3,320.97","3,320.97"
07/21/2023,"3,275.98","3,275.98","3,275.98","3,275.98"
07/20/2023,"3,295.69","3,295.69","3,295.69","3,295.69"
07/19/2023,"3,375.83","3,375.83","3,375.83","3,375.83"
07/18/2023,"3,387.65","3,387.65","3,387.65","3,387.65"
07/17/2023,"3,372.50","3,372.50","3,372.50","3,372.50"
07/14/2023,"3,348.10","3,348.10","3,348.10","3,348.10"
07/12/2023,"3,276.85","3,276.85","3,276.85","3,276.85"
07/11/2023,"3,220.49","3,220.49","3,220.49","3,220.49"
07/10/2023,"3,197.80","3,197.80","3,197.80","3,197.80"
07/07/2023,"3,193.84","3,193.84","3,193.84","3,193.84"
07/06/2023,"3,204.64","3,204.64","3,204.64","3,204.64"
07/05/2023,"3,234.87","3,234.87","3,234.87","3,234.87"
06/30/2023,"3,235.63","3,235.63","3,235.63","3,235.63"
06/29/2023,"3,195.64","3,195.64","3,195.64","3,195.64"
06/27/2023,"3,204.26","3,204.26","3,204.26","3,204.26"
06/26/2023,"3,148.46","3,148.46","3,148.46","3,148.46"
06/23/2023,"3,190.11","3,190.11","3,190.11","3,190.11"
06/22/2023,"3,220.14","3,220.14","3,220.14","3,220.14"
06/21/2023,"3,198.08","3,198.08","3,198.08","3,198.08"
06/20/2023,"3,253.43","3,253.43","3,253.43","3,253.43"
06/19/2023,"3,260.08","3,260.08","3,260.08","3,260.08"
06/16/2023,"3,266.88","3,266.88","3,266.88","3,266.88"
06/14/2023,"3,252.27","3,252.27","3,252.27","3,252.27"
06/13/2023,"3,213.80","3,213.80","3,213.80","3,213.80"
06/09/2023,"3,120.92","3,120.92","3,120.92","3,120.92"
06/07/2023,"3,075.04","3,075.04","3,075.04","3,075.04"
06/06/2023,"3,127.44","3,127.44","3,127.44","3,127.44"
06/05/2023,"3,126.42","3,126.42","3,126.42","3,126.42"
06/02/2023,"3,139.62","3,139.62","3,139.62","3,139.62"
05/31/2023,"3,079.09","3,079.09","3,079.09","3,079.09"
05/30/2023,"3,118.94","3,118.94","3,118.94","3,118.94"
05/25/2023,"3,012.07","3,012.07","3,012.07","3,012.07"
05/24/2023,"2,876.33","2,876.33","2,876.33","2,876.33"
05/23/2023,"2,897.09","2,897.09","2,897.09","2,897.09"
05/22/2023,"2,931.82","2,931.82","2,931.82","2,931.82"
05/19/2023,"2,919.11","2,919.11","2,919.11","2,919.11"
05/16/2023,"2,814.92","2,814.92","2,814.92","2,814.92"
05/15/2023,"2,794.56","2,794.56","2,794.56","2,794.56"
05/11/2023,"2,774.88","2,774.88","2,774.88","2,774.88"
05/10/2023,"2,774.60","2,774.60","2,774.60","2,774.60"
05/09/2023,"2,742.84","2,742.84","2,742.84","2,742.84"
05/08/2023,"2,765.59","2,765.59","2,765.59","2,765.59"
05/05/2023,"2,752.73","2,752.73","2,752.73","2,752.73"
05/04/2023,"2,701.22","2,701.22","2,701.22","2,701.22"
05/03/2023,"2,716.24","2,716.24","2,716.24","2,716.24"
05/02/2023,"2,739.19","2,739.19","2,739.19","2,739.19"
05/01/2023,"2,769.20","2,769.20","2,769.20","2,769.20"
04/28/2023,"2,760.63","2,760.63","2,760.63","2,760.63"
04/26/2023,"2,659.15","2,659.15","2,659.15","2,659.15"
04/24/2023,"2,688.53","2,688.53","2,688.53","2,688.53"
04/21/2023,"2,700.10","2,700.10","2,700.10","2,700.10"
04/20/2023,"2,703.76","2,703.76","2,703.76","2,703.76"
04/19/2023,"2,715.47","2,715.47","2,715.47","2,715.47"
04/18/2023,"2,729.17","2,729.17","2,729.17","2,729.17"
04/17/2023,"2,726.31","2,726.31","2,726.31","2,726.31"
04/14/2023,"2,735.18","2,735.18","2,735.18","2,735.18"
04/13/2023,"2,733.95","2,733.95","2,733.95","2,733.95"
04/12/2023,"2,697.53","2,697.53","2,697.53","2,697.53"
04/11/2023,"2,723.67","2,723.67","2,723.67","2,723.67"
04/10/2023,"2,747.47","2,747.47","2,747.47","2,747.47"
04/05/2023,"2,727.20","2,727.20","2,727.20","2,727.20"
04/04/2023,"2,752.07","2,752.07","2,752.07","2,752.07"
04/03/2023,"2,760.80","2,760.80","2,760.80","2,760.80"
03/31/2023,"2,763.19","2,763.19","2,763.19","2,763.19"
03/30/2023,"2,729.67","2,729.67","2,729.67","2,729.67"
03/29/2023,"2,702.29","2,702.29","2,702.29","2,702.29"
03/28/2023,"2,654.64","2,654.64","2,654.64","2,654.64"
03/27/2023,"2,666.75","2,666.75","2,666.75","2,666.75"
03/24/2023,"2,696.21","2,696.21","2,696.21","2,696.21"
03/23/2023,"2,699.19","2,699.19","2,699.19","2,699.19"
03/21/2023,"2,645.90","2,645.90","2,645.90","2,645.90"
03/20/2023,"2,617.45","2,617.45","2,617.45","2,617.45"
03/17/2023,"2,613.58","2,613.58","2,613.58","2,613.58"
03/16/2023,"2,609.22","2,609.22","2,609.22","2,609.22"
03/15/2023,"2,539.94","2,539.94","2,539.94","2,539.94"
03/14/2023,"2,533.19","2,533.19","2,533.19","2,533.19"
03/13/2023,"2,477.01","2,477.01","2,477.01","2,477.01"
03/10/2023,"2,464.42","2,464.42","2,464.42","2,464.42"
03/09/2023,"2,504.55","2,504.55","2,504.55","2,504.55"
03/08/2023,"2,540.28","2,540.28","2,540.28","2,540.28"
03/07/2023,"2,526.46","2,526.46","2,526.46","2,526.46"
03/06/2023,"2,558.85","2,558.85","2,558.85","2,558.85"
03/03/2023,"2,546.14","2,546.14","2,546.14","2,546.14"
03/02/2023,"2,494.92","2,494.92","2,494.92","2,494.92"
03/01/2023,"2,465.90","2,465.90","2,465.90","2,465.90"
02/28/2023,"2,470.59","2,470.59","2,470.59","2,470.59"
02/27/2023,"2,472.93","2,472.93","2,472.93","2,472.93"
02/23/2023,"2,505.09","2,505.09","2,505.09","2,505.09"
02/22/2023,"2,463.69","2,463.69","2,463.69","2,463.69"
02/21/2023,"2,473.45","2,473.45","2,473.45","2,473.45"
02/20/2023,"2,528.80","2,528.80","2,528.80","2,528.80"
02/16/2023,"2,564.33","2,564.33","2,564.33","2,564.33"
02/15/2023,"2,598.18","2,598.18","2,598.18","2,598.18"
02/14/2023,"2,598.95","2,598.95","2,598.95","2,598.95"
02/13/2023,"2,587.37","2,587.37","2,587.37","2,587.37"
02/10/2023,"2,552.75","2,552.75","2,552.75","2,552.75"
02/09/2023,"2,580.56","2,580.56","2,580.56","2,580.56"
02/08/2023,"2,597.87","2,597.87","2,597.87","2,597.87"
02/07/2023,"2,641.79","2,641.79","2,641.79","2,641.79"
02/06/2023,"2,587.77","2,587.77","2,587.77","2,587.77"
02/03/2023,"2,630.37","2,630.37","2,630.37","2,630.37"
02/02/2023,"2,659.73","2,659.73","2,659.73","2,659.73"
02/01/2023,"2,560.28","2,560.28","2,560.28","2,560.28"
01/31/2023,"2,502.57","2,502.57","2,502.57","2,502.57"
01/30/2023,"2,483.36","2,483.36","2,483.36","2,483.36"
01/27/2023,"2,527.35","2,527.35","2,527.35","2,527.35"
01/26/2023,"2,508.85","2,508.85","2,508.85","2,508.85"
01/25/2023,"2,471.68","2,471.68","2,471.68","2,471.68"
01/23/2023,"2,486.29","2,486.29","2,486.29","2,486.29"
01/20/2023,"2,432.95","2,432.95","2,432.95","2,432.95"
01/19/2023,"2,369.35","2,369.35","2,369.35","2,369.35"
01/18/2023,"2,383.58","2,383.58","2,383.58","2,383.58"
01/17/2023,"2,406.69","2,406.69","2,406.69","2,406.69"
01/16/2023,"2,405.07","2,405.07","2,405.07","2,405.07"
01/12/2023,"2,389.61","2,389.61","2,389.61","2,389.61"
01/11/2023,"2,373.36","2,373.36","2,373.36","2,373.36"
01/10/2023,"2,338.18","2,338.18","2,338.18","2,338.18"
01/09/2023,"2,324.73","2,324.73","2,324.73","2,324.73"
01/06/2023,"2,282.62","2,282.62","2,282.62","2,282.62"
01/05/2023,"2,223.62","2,223.62","2,223.62","2,223.62"
01/04/2023,"2,252.63","2,252.63","2,252.63","2,252.63"
01/03/2023,"2,228.42","2,228.42","2,228.42","2,228.42"
01/02/2023,"2,228.93","2,228.93","2,228.93","2,228.93"
12/29/2022,"2,229.95","2,229.95","2,229.95","2,229.95"
12/28/2022,"2,180.03","2,180.03","2,180.03","2,180.03"
12/27/2022,"2,209.76","2,209.76","2,209.76","2,209.76"
12/26/2022,"2,230.06","2,230.06","2,230.06","2,230.06"
12/22/2022,"2,230.18","2,230.18","2,230.18","2,230.18"
12/21/2022,"2,274.93","2,274.93","2,274.93","2,274.93"
12/20/2022,"2,243.15","2,243.15","2,243.15","2,243.15"
12/19/2022,"2,243.87","2,243.87","2,243.87","2,243.87"
12/16/2022,"2,273.15","2,273.15","2,273.15","2,273.15"
12/15/2022,"2,296.15","2,296.15","2,296.15","2,296.15"
12/14/2022,"2,381.02","2,381.02","2,381.02","2,381.02"
12/13/2022,"2,389.86","2,389.86","2,389.86","2,389.86"
12/12/2022,"2,356.54","2,356.54","2,356.54","2,356.54"
12/09/2022,"2,327.84","2,327.84","2,327.84","2,327.84"
12/08/2022,"2,332.01","2,332.01","2,332.01","2,332.01"
12/07/2022,"2,298.87","2,298.87","2,298.87","2,298.87"
12/06/2022,"2,315.30","2,315.30","2,315.30","2,315.30"
12/05/2022,"2,370.72","2,370.72","2,370.72","2,370.72"
12/02/2022,"2,397.75","2,397.75","2,397.75","2,397.75"
12/01/2022,"2,414.17","2,414.17","2,414.17","2,414.17"
11/30/2022,"2,400.91","2,400.91","2,400.91","2,400.91"
11/29/2022,"2,296.71","2,296.71","2,296.71","2,296.71"
11/28/2022,"2,305.64","2,305.64","2,305.64","2,305.64"
